comment_id,content,create_time,device,origin_comment_avatar_key,origin_comment_comment_id,origin_comment_content,origin_comment_create_time,origin_comment_device,origin_comment_up_num,origin_comment_user,origin_comment_videoId,up_num,user_avatar_key,user_nickname,videoId
105226576,表白韩雪姐姐，向她学习,22分钟前,pad,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg04830595qBT,4352951.0
105226584,就来看韩雪，爱你雪儿姐姐,22分钟前,pad,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg04830595qBT,4352951.0
105226397,"就是冲邓伦看的
",43分钟前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg36877063EfV,4352951.0
105226202,㕦磊,1小时前,pad,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg45061518kvk,4352951.0
105225933,纯纯！纯纯！,1小时前,pad,,,,,,,,,0,https://avatar.hitv.com/6/bd659d73/b5kdl3un9l22g8e36he0?x-oss-process=style/medium,柯口feo,4352951.0
105225952,明星大侦探什么时候播？,1小时前,phone,,,,,,,,,1,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg31118721bJb,4352951.0
105225500,希望撒贝宁回来,2小时前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_qVDgtXawNbNgfuPiJYlTgfDpYruD3Wvc.jpg,小猪佩琪呀hhhhh,4352951.0
105225433,我只想说一句韩雪的排位那么低么。当然喽 没有别的意思。很喜欢这个节目。只是单纯的想知道韩雪的身价。毕竟我觉得她也挺火的啊。而且演了很长时间的戏。可能是没有其他人火吧😁😁,2小时前,phone,,,,,,,,,0,https://avatar.hitv.com/5/207cc8a1/b8qh4m5mugg6k8l58eg0?x-oss-process=style/medium,Xw69qit,4352951.0
105225065,好喜欢韩雪。尤其她自身的那种气质,2小时前,phone,,,,,,,,,1,https://avatar.hitv.com/6/954dba77/b4e1nqlmugg8qk0l546g?x-oss-process=style/medium,泡芙小姐10SFI,4352951.0
105225195,没之前大的几期有意思,2小时前,pc,,,,,,,,,0,https://userpic.api.max.mgtv.com/AOC146721203921578907d82cf636ace9e2b11dc2c57c3496ee1@1wh_1e_1c_0o_0l_60h_60w_90q_1pr,如果没有看透56XYV,4352951.0
105224826,期待官方何首乌,3小时前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_UCfXwjHbqQBAujpQDXufLAC31TFDrMia.jpg,苏满满一,4352951.0
105224134,马太刻意了 刻意的去搞笑 ,4小时前,pad,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg06987394YlR,4352951.0
105224505,为韩雪何老师来的,3小时前,phone,,,,,,,,,3,https://avatar.hitv.com/6/fe0fb961/WOTbRpzZyWKekWqf?x-oss-process=style/medium,仁克,4352951.0
105224459,不喜欢韩雪 因为对象喜欢韩雪😠,3小时前,phone,,,,,,,,,2,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,rmokca,4352951.0
105224464,不喜欢韩雪 因为我对象喜欢,3小时前,phone,https://avatar.hitv.com/5/2f4052a8/WOUExZzZyWKetVWu?x-oss-process=style/medium,0.0,表白韩雪，智商在线，颜值在线，声音又美。对有才华的人，还这么努力学习，正能量满满，喜欢,,pc,78.0,Ellen36BNn,4352951.0,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,rmokca,4352951.0
105224034,表白三石弟弟啊,4小时前,phone,,,,,,,,,1,https://eximg.hitv.com/2/mava2_wsQUF9LS2zf6Vp02hBTbH17C3bbE8ZxX.jpg,情战叶雪,4352951.0
105223987,不喜欢韩雪，一点综艺感也没有。,4小时前,phone,,,,,,,,,5,https://avatar.hitv.com/5/40d2045d/WOUGHJzZyWKetmRL?x-oss-process=style/medium,露儿17vZi,4352951.0
105223979,不喜欢韩雪,4小时前,phone,,,,,,,,,3,https://avatar.hitv.com/5/40d2045d/WOUGHJzZyWKetmRL?x-oss-process=style/medium,露儿17vZi,4352951.0
105223736,没小白，不开心,4小时前,phone,,,,,,,,,3,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg02804435gIM,4352951.0
105223512,他不p一样的脸。你怎么知道是他爷爷。难道要在旁边写个字。这个是有味爷爷？,4小时前,phone,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,0.0,有明显bug，邓有味不是亲生的怎么和他爷爷长的一样？？邓有味那套衣服他爷爷又是怎么得到的？？,,pc,0.0,瓶子里的西班牙阳光,4352951.0,0,https://avatar.hitv.com/6/0cc23877/WOUtQZzZyWKe1MGV?x-oss-process=style/medium,yuyo32729,4352951.0
105223185,没有明星大侦探好看。,5小时前,phone,,,,,,,,,3,https://avatar.hitv.com/5/37bce5d2/b4mi5amn9l22g8dsvuj0?x-oss-process=style/medium,Liu清华,4352951.0
105223352,这次的好没意思。,5小时前,phone,,,,,,,,,2,https://eximg.hitv.com/2/mava2_p2jlbdGrmPtpOBVT6DseSkKkjnkfrrYB.jpg,mg05369004Ccs,4352951.0
105222604,没有白敬亭不想看，也不搞笑没有撒贝宁,7小时前,pc,,,,,,,,,11,https://avatar.hitv.com/6/cd955f0b/b7tulstmugg6brhk8aa0?x-oss-process=style/medium,你过来啪63026,4352951.0
105222259,为磊磊而来,8小时前,phone,,,,,,,,,3,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg15937441iHO,4352951.0
105222037,关系好呗，老何真的是马思纯叔叔辈的。,9小时前,pc,https://avatar.hitv.com/5/856a85e9/b9e1gclmugg6i6aijmqg?x-oss-process=style/medium,0.0,为什么马思纯老是挽着我的何老师,,pc,4.0,杨小妹willow,4352951.0,2,https://avatar.hitv.com/5/8b9d3624/b7v09qlmugg6i6a4rnbg?x-oss-process=style/medium,贰获85wrj,4352951.0
105222068,我是大侦探到底还是在电视上播的综艺很多东西都受了限制，破案环节太薄弱。案情也比较薄弱，虽然是这个团队做的，但是限制太多了，看起来不过瘾。希望明探早日回归吧，相信做过大探的团队以后做明探以后会更加成熟。,9小时前,pc,,,,,,,,,4,https://avatar.hitv.com/5/8b9d3624/b7v09qlmugg6i6a4rnbg?x-oss-process=style/medium,贰获85wrj,4352951.0
105222083,这期全是BUG，哈哈，没有网综那么开放，有些东西太过严谨，放不开，所以BUG就会很多。,9小时前,pc,https://avatar.hitv.com/5/842746aa/bbbacjmn9l258vji9sq0?x-oss-process=style/medium,0.0,第4期逻辑不通 画如果是千年前被划开的话 为什么馆长在得知画被破坏后气到晕倒,,pc,4.0,木木80zZO,4352951.0,1,https://avatar.hitv.com/5/8b9d3624/b7v09qlmugg6i6a4rnbg?x-oss-process=style/medium,贰获85wrj,4352951.0
105221949,希望小白来，超级喜欢小白,10小时前,phone,,,,,,,,,6,https://eximg.hitv.com/2/mava2_4XW2lPB8mR56lwWhbUKPflmfremQ5BeG.jpg,大爱我小白白,4352951.0
105221894,支持山花,10小时前,phone,https://eximg.hitv.com/2/mava2_nhX1vWhGoElaSaF4ItxIVWTzMkjf69Nf.jpg,0.0,小白和大勋也参加了《我是大侦探》的录制，期待山花🌸。表白屋里白和大勋^&omega;^,,pc,46.0,杜若清尘,4352951.0,1,https://avatar.hitv.com/5/cdb4b838/b3oaq55mugg8pbl6odt0?x-oss-process=style/medium,AA快乐的小鱼,4352951.0
105221792,新一季真的不好看,12小时前,phone,,,,,,,,,3,https://avatar.hitv.com/5/c79d2dc3/WOTj5JzZyWKemTOM?x-oss-process=style/medium,孤單但不將就,4352951.0
105221805,有明显bug，邓有味不是亲生的怎么和他爷爷长的一样？？邓有味那套衣服他爷爷又是怎么得到的？？,12小时前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,瓶子里的西班牙阳光,4352951.0
105221358,韩老师好,15小时前,phone,,,,,,,,,0,https://avatar.hitv.com/5/2ca052b6/b84rmomn9l25ahbnjrk0?x-oss-process=style/medium,韩老师家的便当跑腿,4352951.0
105221367,这人怕不是个儍子,14小时前,phone,https://avatar.hitv.com/6/9d9a844c/b6i9lbun9l25i3c9oil0?x-oss-process=style/medium,0.0,雪阿姨哪里有演技啊&hellip;果真是靠红二代过日子的,,pc,1.0,羽树威琪,4352951.0,0,https://avatar.hitv.com/5/2ca052b6/b84rmomn9l25ahbnjrk0?x-oss-process=style/medium,韩老师家的便当跑腿,4352951.0
105221413,没得白敬亭 哎,15小时前,phone,,,,,,,,,5,https://avatar.hitv.com/6/8e907aea/b8351uen9l25e9ljni50?x-oss-process=style/medium,lavender41skp,4352951.0
105221308,那副仕女图真的把我吓到了,15小时前,phone,,,,,,,,,1,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg32756692zks,4352951.0
105221255,马思纯的出现是为了什么？整期都在傻笑。也没有颜值,15小时前,phone,,,,,,,,,2,https://avatar.hitv.com/5/61c49747/WOUq9pzZyWKe0xyF?x-oss-process=style/medium,多少种的不可能让我遇到你,4352951.0
105219700,喜欢何老师、邓伦、磊磊&hellip;&hellip;哎呀都喜欢💕希望赵丽颖（颖宝）来^_^期待中,18小时前,phone,,,,,,,,,1,https://eximg.hitv.com/2/mava2_fQ1Amu36d1zdph2QpNIm0yYyyLCXObNj.jpg,mg02437191cyS,4352951.0
105219525,真是够了、人家同一个节目组出的节目，说是姐妹篇没有一点毛病，真有人巴拉巴拉非要让大侦探和名侦出个声明撇清关系，脑子是不是有问题,18小时前,phone,,,,,,,,,3,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg41873106gkn,4352951.0
105219487,你真是够了，人家一个团队出的，就是一个妈，就是有血缘关系，你非让人家撇清关系，你脑子是不是不正常，你是观众还是民政局？,18小时前,phone,https://eximg.hitv.com/2/mava2_b7o2iQp3tT622TP1aQR4JV6x0cP2pz2d.jpg,0.0,你可以模仿，那你就不要再撇清关系，你早该有心里准备永远活在别人的光环下,,pc,0.0,我想抬头有暖阳低头有春草,4352951.0,1,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg41873106gkn,4352951.0
105219114,比你好看,18小时前,pad,https://avatar.hitv.com/6/6267e4d1/WOT7XpzZyWKeraut?x-oss-process=style/medium,0.0,邓论好丑啊！,,pc,0.0,袁佳瑜95MFk,4352951.0,2,https://avatar.hitv.com/5/f97e3120/WOTsj5zZyWKeoOsC?x-oss-process=style/medium,余梓萱,4352951.0
105219159,额                   ,19小时前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_AvGjhxUpNelvMVm7YykDmV0KgKywgoIa.jpg,QQ_aa2pk8140cy5,4352951.0
105219154,额 ,19小时前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_AvGjhxUpNelvMVm7YykDmV0KgKywgoIa.jpg,QQ_aa2pk8140cy5,4352951.0
105219061,喜欢白敬亭,19小时前,phone,,,,,,,,,2,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg45695546Rux,4352951.0
105219087,大大大大大老师，我来啦！,19小时前,phone,,,,,,,,,1,https://avatar.hitv.com/6/cd843ea6/b43jk0dmugg8nvti2cng?x-oss-process=style/medium,溪山各异,4352951.0
105219097,不，我应该说大大大大大宝贝儿，我来啦！,19小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/cd843ea6/b43jk0dmugg8nvti2cng?x-oss-process=style/medium,溪山各异,4352951.0
105218321,好看,20小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/3e6b85cb/bb8oqrtmugg6brike9jg?x-oss-process=style/medium,槿凉夏暖,4352951.0
105218326,喜欢邓伦,20小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/3e6b85cb/bb8oqrtmugg6brike9jg?x-oss-process=style/medium,槿凉夏暖,4352951.0
105218248,想看双北合体,20小时前,phone,,,,,,,,,6,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg70377084sRh,4352951.0
