comment_id,content,create_time,device,origin_comment_avatar_key,origin_comment_comment_id,origin_comment_content,origin_comment_create_time,origin_comment_device,origin_comment_up_num,origin_comment_user,origin_comment_videoId,up_num,user_avatar_key,user_nickname,videoId
105194892.0,差太远了,1小时前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,睡不着的小王子,4327535.0
105193977.0,还可以吧,3小时前,phone,,,,,,,,,0,https://avatar.hitv.com/6/f9a798ff/b98aehtmugg6i6ah331g?x-oss-process=style/medium,QQ_9SpYTfFI7yMM,4327535.0
105193877.0,"没有 白白撒撒鬼鬼
不好看啦",3小时前,phone,,,,,,,,,0,https://avatar.hitv.com/6/587c3d63/WOUKAJzZyWKeuaku?x-oss-process=style/medium,寻梦者22dra,4327535.0
105193529.0,我看过啊，明星大侦探三季我都看了啊。,3小时前,phone,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,0.0,因为你没看过明星大侦探,,pc,1.0,mg13523169vhA,4327535.0,0,https://avatar.hitv.com/6/6ed4c1f1/b4uck0lmugg8qk0p45c0?x-oss-process=style/medium,殷朔KING,4327535.0
105192952.0,我这是看他们演戏呢?还是看他们查案呢？,5小时前,pc,,,,,,,,,0,https://eximg.hitv.com/2/mava2_N8f7ZbvPrlOaMdcsEACPgcYJocl4Ft2k.jpg,隔壁傻帽家,4327535.0
105192678.0,求换回原来的好吗？,6小时前,pc,,,,,,,,,0,https://eximg.hitv.com/2/mava2_N8f7ZbvPrlOaMdcsEACPgcYJocl4Ft2k.jpg,隔壁傻帽家,4327535.0
105191705.0,这是侦探节目不是要你演技好吗？那么多的演技好尴尬啊。完全带不动啊。菜鸟太多哦。,13小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/87501f8e/WOUgM5zZyWKeyvFt?x-oss-process=style/medium,汐亦残潋若丶,4327535.0
105191607.0,没有老成员不好看,14小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/54fe8cd1/WOUNNpzZyWKevEAC?x-oss-process=style/medium,月城雪兔_33,4327535.0
105188973.0,来看韩雪的,17小时前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg69384310yLP,4327535.0
105189783.0,喜欢白鬼撒，求换他们,17小时前,phone,,,,,,,,,3,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg93591575yfY,4327535.0
105189301.0,后续应该是无情和爱将军相濡以沫相守到老,17小时前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg40280796gLv,4327535.0
105188094.0,要白鬼撒！,18小时前,phone,,,,,,,,,3,https://avatar.hitv.com/5/a95d3951/b516aalmugg8nvtps5og?x-oss-process=style/medium,赵人77zKG,4327535.0
105187650.0,这一季没有小白吗？,19小时前,phone,,,,,,,,,2,https://avatar.hitv.com/5/733dc5c3/WOUBIJzZyWKesosu?x-oss-process=style/medium,向左走向右走02Jxs,4327535.0
105186829.0,啧，这个到底好不好看？,20小时前,phone,,,,,,,,,1,https://avatar.hitv.com/6/88fc5077/b7g69nen9l25ahbh7950?x-oss-process=style/medium,橙子味的跳跳糖,4327535.0
105186607.0,不好看，我要看明星大侦探，撒撒,20小时前,phone,,,,,,,,,2,https://avatar.hitv.com/5/b8fc966d/b3m6boun9l22j8vul6gg?x-oss-process=style/medium,Nee85523,4327535.0
105186370.0,感觉韩雪和张天爱入戏太深。。全程都在演角色，而不没有注重推理,20小时前,phone,,,,,,,,,1,https://eximg.hitv.com/2/mava2_Ph8wTFt9lJfoasiJ05cZm1vrrNuObX15.jpg,背起水桶偷主机,4327535.0
105185886.0,芒果TV其实挺好的，就是广告也太多了吧,21小时前,phone,,,,,,,,,2,https://avatar.hitv.com/6/82d4385d/bb8b4btmugg6k8ltbe0g?x-oss-process=style/medium,猪猪女孩76irE,4327535.0
105185232.0,我是来找大仙的,22小时前,phone,,,,,,,,,0,https://avatar.hitv.com/5/2e2ee280/WOUo75zZyWKe0YZH?x-oss-process=style/medium,Hexiaolu,4327535.0
105185152.0,这节目会掉粉&hellip;&hellip;演技派太多，有推理能力的就剩何老师了，还是明星大侦探里的几个好玩一点。例如白白，鬼鬼&hellip;&hellip;,22小时前,phone,,,,,,,,,2,https://avatar.hitv.com/5/82e6e96b/b7v8426n9l258vid6ae0?x-oss-process=style/medium,Existence68LXe,4327535.0
105184968.0,这2女的拼演技呀，眼泪哗哗的,22小时前,pad,,,,,,,,,1,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg04837526Nlw,4327535.0
105184373.0,感觉是把犯罪现场和master key合在一起的产物😳能不能有点自己的创意,23小时前,phone,,,,,,,,,1,https://avatar.hitv.com/6/b0835f7a/WOUa7JzZyWKexvqn?x-oss-process=style/medium,umin6岁了,4327535.0
105183926.0,有第四季还没出,1天前,phone,https://avatar.hitv.com/5/5049c312/balp1gtmugg6briecau0?x-oss-process=style/medium,0.0,还有明星大侦探吗？,,pc,0.0,悠然21ITm,4327535.0,1,https://avatar.hitv.com/6/ea6330f3/b8ihaf5mugg6i6a9o9g0?x-oss-process=style/medium,我是你亲爱的爸爸啊,4327535.0
105183502.0,喜欢何老师❤️,1天前,phone,,,,,,,,,0,https://avatar.hitv.com/5/e25ec4b8/b5rcfs5mugg8pblp1d9g?x-oss-process=style/medium,天上的一朵小白云,4327535.0
105183415.0,还有明星大侦探吗？,1天前,phone,,,,,,,,,1,https://avatar.hitv.com/5/5049c312/balp1gtmugg6briecau0?x-oss-process=style/medium,悠然21ITm,4327535.0
105183158.0,看评论不想看😂,1天前,phone,,,,,,,,,0,https://avatar.hitv.com/5/5aa13c20/WOUhGpzZyWKey7OQ?x-oss-process=style/medium,一颗心久居深海,4327535.0
105183079.0,"不懂投何老师干嘛&rarr;_&rarr;
最后何老师分析的很清啊，真不知道怎么想的😑😑真的很尬",1天前,phone,,,,,,,,,1,https://eximg.hitv.com/2/mava2_dBYUrkl3T0pZnWiinxx0A17GTrvjNfjc.jpg,懒悦00,4327535.0
105182952.0,戏太多啦！！！！诶嘛！！！！,1天前,phone,,,,,,,,,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg68351146JOL,4327535.0
105182352.0,个人觉得这个比明星大侦探好很多,1天前,phone,,,,,,,,,1,https://eximg.hitv.com/2/mava2_LLx6i2nppw7wBzz7fiWJPUqHAWDrciEq.jpg,樱桃树下fjvs偿还你情,4327535.0
105178963.0,韩雪  呵呵,1天前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_Q5lxkLdIxAgP1p5qXhm4IDJaTsN0RUut.jpg,JX1983,4327535.0
105177881.0,作为一集不差把明星大侦探三季全看完且随时播放消磨时光的忠实粉丝，虽然第一集我是大侦探各位情感带入比较多，有些玩家第一次玩肯定会有一些尴尬，毕竟明星大侦探的老玩家已经玩得出神入化，看了四集之后觉得大家渐渐上路，越来越好看了，希望大家继续支持,1天前,phone,,,,,,,,,4,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,mg40806071piw,4327535.0
105177251.0,被小白圈粉在第一季第八期，感觉第三季开始小白粉丝多了很多，虽然我也很喜欢小白，但是我现在不管在哪个综艺都看到刷小白的，很败好感，恨不得所有节目被小白一个人承包了一样！,1天前,phone,,,,,,,,,2,https://avatar.hitv.com/5/264a2bcf/b62tbjdmugg6q0he75o0?x-oss-process=style/medium,彭于晏的小小宝贝,4327535.0
105177407.0,最后的纯音乐插曲？求名字？？,1天前,phone,,,,,,,,,2,https://eximg.hitv.com/2/mava2_xHwumZ9zCnuoXxIDmpjdejDjZKdUbQ4e.jpg,拿me青春赌明天,4327535.0
105177053.0,emmm可能人家都喜欢呗,1天前,pad,https://eximg.hitv.com/2/mava2_zmIjiIX3K6cdHIXxewAX3K18tBPcQcLR.jpg,0.0,你的头像是鹿晗名字却是坤坤,,pc,0.0,爱可甜可咸的奶坤,4327535.0,0,https://avatar.hitv.com/5/a49fdc38/b8bb0vlmugg6i6a7ar00?x-oss-process=style/medium,甜的卿,4327535.0
105176542.0,完全比不上明星大侦探，心疼何老师，这里面就吴磊有点综艺感，想念白白。还有撒撒,1天前,pad,,,,,,,,,4,https://eximg.hitv.com/2/mava2_6f2895c6a50e44648db533a15052ea8b.jpg,taiyangya,4327535.0
105176476.0,看不下去，扯太遠。N年前的諸多事件毫無鋪墊的影射在一個案件中。沒有推理下去的慾望。全都虛構的東西，還去推理誰說謊，哪個沒說謊？就當時的情景出題就好了嘛，扯什麽玩意。,1天前,phone,,,,,,,,,0,https://eximg.hitv.com/2/mava2_iI8h6yvh1oU7FW86Z3R8RXjOZJjMLWXu.jpg,跟魔鬼讲道理,4327535.0
105175362.0,不喜欢韩雪（个人意见，勿喷）,1天前,phone,,,,,,,,,4,https://avatar.hitv.com/6/4c22dc13/bb9jffdmugg6i6b4s6rg?x-oss-process=style/medium,唥颜嗼倾伈70Zqh,4327535.0
105174601.0,明星⭐,1天前,phone,https://eximg.hitv.com/2/mava2_7dXpwV15S96mCqgVzVEXd35u7kKGebr1.jpg,0.0,请问这个好看、还是明星大侦探？,,pc,3.0,Mu_En,4327535.0,0,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,gcuvuuvb,4327535.0
105174641.0,我这边也是这样的&hellip;不知道为什么,1天前,phone,https://avatar.hitv.com/5/a095e04c/b8rr0a5mugg6e6pj3mqg?x-oss-process=style/medium,0.0,为什么会跳着放呀？？,,pc,0.0,肖乐88Vro,4327535.0,0,https://avatar.hitv.com/6/e622fc4d/b9j973lmugg6bri46cfg?x-oss-process=style/medium,QQ_agnyYfFwfAg9,4327535.0
105174675.0,哪儿有张大仙啊,1天前,phone,,,,,,,,,2,https://avatar.hitv.com/5/01bc4614/b5q2836n9l22phfl3us0?x-oss-process=style/medium,燕鹏程05aPU,4327535.0
105174178.0,还是喜欢明星大侦探原班人马，魄魄回来，撒撒回来！,1天前,phone,https://avatar.hitv.com/0/8c5a31e7/b6tpo1n6jlt7t174jptg?x-oss-process=style/large,0.0,真的很无聊 而且很尴 全程何老师一个人带节奏  剧情很乱  没有什么推理部分 ,,pc,4.0,bakpw505,4327535.0,6,https://eximg.hitv.com/2/mava2_iLTmMfT8vRmjtQbKF1rQvCpVlyxfSyBR.jpg,白楚曦_薇天,4327535.0
105173439.0,这个还好最后能看到真相，明星大侦探后面都不知道真相,1天前,pad,,,,,,,,,3,https://avatar.hitv.com/6/da3c655e/b5hscg6n9l22phfjdfk0?x-oss-process=style/medium,羽希44MdN,4327535.0
105173286.0,听说明星大侦探要回来了？😁,1天前,phone,,,,,,,,,1,https://avatar.hitv.com/6/e10ce037/b5atmtun9l22phfhq1m0?x-oss-process=style/medium,鹿鹿鹿鹿鹿鹿迪,4327535.0
